Host,Solution,Risk,Port,Name,Plugin Output,Category
10.204.224.26,Purchase or generate a proper SSL certificate for this service.,Medium,7070,ssl self-signed certificate,"
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : CN=AnyDesk Client
",ssl related vulnerability
10.204.224.26,Purchase or generate a proper SSL certificate for this service.,Medium,7070,ssl certificate cannot be trusted,"
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : CN=AnyDesk Client
|-Issuer  : CN=AnyDesk Client
",ssl related vulnerability
10.204.224.26,Purchase or generate a proper SSL certificate for this service.,Medium,3389,ssl certificate with wrong hostname,"
The identities known by Nessus are :

  10.204.224.26
  IFC01936A

The Common Name in the certificate is :

  IFC01936A.ibomgolfresort.com
",ssl related vulnerability
10.204.224.26,Purchase or generate a proper SSL certificate for this service.,Medium,3389,ssl certificate cannot be trusted,"
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : CN=IFC01936A.ibomgolfresort.com
|-Issuer  : CN=IFC01936A.ibomgolfresort.com
",ssl related vulnerability
10.204.224.26,Purchase or generate a proper SSL certificate for this service.,Medium,7070,ssl certificate with wrong hostname,"
The identities known by Nessus are :

  10.204.224.26
  IFC01936A

The Common Name in the certificate is :

  AnyDesk Client
",ssl related vulnerability
10.204.224.26,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.",Medium,3389,ssl medium strength cipher suites supported (sweet32),"
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.26,Contact the Certificate Authority to have the SSL certificate reissued.,Medium,3389,ssl certificate signed using weak hashing algorithm,"
The following certificates were part of the certificate chain sent by
the remote host, but contain hashes that are considered to be weak.

|-Subject             : CN=IFC01936A.ibomgolfresort.com
|-Signature Algorithm : SHA-1 With RSA Encryption
|-Valid From          : Apr 22 13:48:14 2021 GMT
|-Valid To            : Oct 22 13:48:14 2021 GMT
",ssl related vulnerability
10.204.224.3,"Reconfigure the affected application, if possible to avoid the use of
weak ciphers.",Medium,1026,ssl weak cipher suites supported,"
Here is the list of weak SSL ciphers supported by the remote server :

  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP1024-DES-CBC-SHA           0x00, 0x62       RSA(1024)     RSA      DES-CBC(56)            SHA1      export
    EXP1024-RC4-SHA               0x00, 0x64       RSA(1024)     RSA      RC4(56)                SHA1      export
    EXP-RC2-CBC-MD5               0x00, 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export
    EXP-RC4-MD5                   0x00, 0x03       RSA(512)      RSA      RC4(40)                MD5       export
    DES-CBC-SHA                   0x00, 0x09       RSA           RSA      DES-CBC(56)            SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.3,Contact the Certificate Authority to have the SSL certificate reissued.,Medium,1026,ssl certificate signed using weak hashing algorithm,"
The following certificates were part of the certificate chain sent by
the remote host, but contain hashes that are considered to be weak.

|-Subject             : CN=SSL_Self_Signed_Fallback
|-Signature Algorithm : SHA-1 With RSA Encryption
|-Valid From          : Aug 11 18:04:49 2021 GMT
|-Valid To            : Aug 11 18:04:49 2051 GMT
",ssl related vulnerability
10.204.224.3,"Disable SSLv3.

Services that must support SSLv3 should enable the TLS Fallback SCSV
mechanism until SSLv3 can be disabled.",Medium,1026,sslv3 padding oracle on downgraded legacy encryption vulnerability (poodle),"
Nessus determined that the remote server supports SSLv3 with at least one CBC 
cipher suite, indicating that this server is vulnerable.

It appears that TLSv1 or newer is supported on the server. However, the 
Fallback SCSV mechanism is not supported, allowing connections to be ""rolled 
back"" to SSLv3.
",ssl related vulnerability
10.204.224.3,"Reconfigure the service to remove support for EXPORT_RSA cipher
suites.",Medium,1026,ssl/tls export_rsa <= 512-bit cipher suites supported (freak),"
EXPORT_RSA cipher suites supported by the remote server :

  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP-RC2-CBC-MD5               0x00, 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export
    EXP-RC4-MD5                   0x00, 0x03       RSA(512)      RSA      RC4(40)                MD5       export

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.3,"Replace the certificate in the chain with the RSA key less than 2048
bits in length with a longer key, and reissue any certificates signed
by the old certificate.",Low,1026,ssl certificate chain contains rsa keys less than 2048 bits,"
The following certificates were part of the certificate chain
sent by the remote host, but contain RSA keys that are considered
to be weak :

|-Subject        : CN=SSL_Self_Signed_Fallback
|-RSA Key Length : 1024 bits
",ssl related vulnerability
10.204.224.3,Purchase or generate a proper SSL certificate for this service.,Medium,1026,ssl self-signed certificate,"
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : CN=SSL_Self_Signed_Fallback
",ssl related vulnerability
10.204.224.3,Purchase or generate a proper SSL certificate for this service.,Medium,1026,ssl certificate with wrong hostname,"
The identities known by Nessus are :

  10.204.224.3
  10.204.224.3

The Common Name in the certificate is :

  SSL_Self_Signed_Fallback
",ssl related vulnerability
10.204.224.3,"Enable support for TLS 1.2 and 1.3, and disable support for TLS 1.0.",Medium,1026,tls version 1.0 protocol detection,TLSv1 is enabled and the server supports at least one cipher.,ssl related vulnerability
10.204.224.3,"Reconfigure the affected application, if possible, to avoid use of RC4
ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser
and web server support.",Medium,1026,ssl rc4 cipher suites supported (bar mitzvah),"
List of RC4 cipher suites supported by the remote server :

  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP1024-RC4-SHA               0x00, 0x64       RSA(1024)     RSA      RC4(56)                SHA1      export
    EXP-RC4-MD5                   0x00, 0x03       RSA(512)      RSA      RC4(40)                MD5       export

  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    RC4-MD5                       0x00, 0x04       RSA           RSA      RC4(128)               MD5
    RC4-SHA                       0x00, 0x05       RSA           RSA      RC4(128)               SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.3,"Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.",High,1026,ssl version 2 and 3 protocol detection,"
- SSLv3 is enabled and the server supports at least one cipher.
	Explanation: TLS 1.0 and SSL 3.0 cipher suites may be used with SSLv3


  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP1024-DES-CBC-SHA                            RSA(1024)     RSA      DES-CBC(56)            SHA1      export
    EXP1024-RC4-SHA                                RSA(1024)     RSA      RC4(56)                SHA1      export
    EXP-RC2-CBC-MD5                                RSA(512)      RSA      RC2-CBC(40)            MD5       export
    EXP-RC4-MD5                                    RSA(512)      RSA      RC4(40)                MD5       export
    DES-CBC-SHA                                    RSA           RSA      DES-CBC(56)            SHA1

  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                                   RSA           RSA      3DES-CBC(168)          SHA1

  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    AES128-SHA                                     RSA           RSA      AES-CBC(128)           SHA1
    AES256-SHA                                     RSA           RSA      AES-CBC(256)           SHA1
    RC4-MD5                                        RSA           RSA      RC4(128)               MD5
    RC4-SHA                                        RSA           RSA      RC4(128)               SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.3,Purchase or generate a proper SSL certificate for this service.,Medium,1026,ssl certificate cannot be trusted,"
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : CN=SSL_Self_Signed_Fallback
|-Issuer  : CN=SSL_Self_Signed_Fallback
",ssl related vulnerability
10.204.224.3,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.",Medium,1026,ssl medium strength cipher suites supported (sweet32),"
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.4,"Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.",High,1025,ssl version 2 and 3 protocol detection,"
- SSLv3 is enabled and the server supports at least one cipher.
	Explanation: TLS 1.0 and SSL 3.0 cipher suites may be used with SSLv3


  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP1024-DES-CBC-SHA                            RSA(1024)     RSA      DES-CBC(56)            SHA1      export
    EXP1024-RC4-SHA                                RSA(1024)     RSA      RC4(56)                SHA1      export
    EXP-RC2-CBC-MD5                                RSA(512)      RSA      RC2-CBC(40)            MD5       export
    EXP-RC4-MD5                                    RSA(512)      RSA      RC4(40)                MD5       export
    DES-CBC-SHA                                    RSA           RSA      DES-CBC(56)            SHA1

  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                                   RSA           RSA      3DES-CBC(168)          SHA1

  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    RC4-MD5                                        RSA           RSA      RC4(128)               MD5
    RC4-SHA                                        RSA           RSA      RC4(128)               SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.4,"Reconfigure the affected application, if possible to avoid the use of
weak ciphers.",Medium,1025,ssl weak cipher suites supported,"
Here is the list of weak SSL ciphers supported by the remote server :

  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP1024-DES-CBC-SHA           0x00, 0x62       RSA(1024)     RSA      DES-CBC(56)            SHA1      export
    EXP1024-RC4-SHA               0x00, 0x64       RSA(1024)     RSA      RC4(56)                SHA1      export
    EXP-RC2-CBC-MD5               0x00, 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export
    EXP-RC4-MD5                   0x00, 0x03       RSA(512)      RSA      RC4(40)                MD5       export
    DES-CBC-SHA                   0x00, 0x09       RSA           RSA      DES-CBC(56)            SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.4,Purchase or generate a proper SSL certificate for this service.,Medium,1025,ssl certificate with wrong hostname,"
The identities known by Nessus are :

  10.204.224.4
  10.204.224.4

The Common Name in the certificate is :

  SSL_Self_Signed_Fallback
",ssl related vulnerability
10.204.224.4,"Reconfigure the service to remove support for EXPORT_RSA cipher
suites.",Medium,1025,ssl/tls export_rsa <= 512-bit cipher suites supported (freak),"
EXPORT_RSA cipher suites supported by the remote server :

  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP-RC2-CBC-MD5               0x00, 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export
    EXP-RC4-MD5                   0x00, 0x03       RSA(512)      RSA      RC4(40)                MD5       export

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.4,"Disable SSLv3.

Services that must support SSLv3 should enable the TLS Fallback SCSV
mechanism until SSLv3 can be disabled.",Medium,1025,sslv3 padding oracle on downgraded legacy encryption vulnerability (poodle),"
Nessus determined that the remote server supports SSLv3 with at least one CBC 
cipher suite, indicating that this server is vulnerable.

It appears that TLSv1 or newer is supported on the server. However, the 
Fallback SCSV mechanism is not supported, allowing connections to be ""rolled 
back"" to SSLv3.
",ssl related vulnerability
10.204.224.4,Contact the Certificate Authority to have the SSL certificate reissued.,Medium,1025,ssl certificate signed using weak hashing algorithm,"
The following certificates were part of the certificate chain sent by
the remote host, but contain hashes that are considered to be weak.

|-Subject             : CN=SSL_Self_Signed_Fallback
|-Signature Algorithm : SHA-1 With RSA Encryption
|-Valid From          : Aug 10 05:17:43 2021 GMT
|-Valid To            : Aug 10 05:17:43 2051 GMT
",ssl related vulnerability
10.204.224.4,"Replace the certificate in the chain with the RSA key less than 2048
bits in length with a longer key, and reissue any certificates signed
by the old certificate.",Low,1025,ssl certificate chain contains rsa keys less than 2048 bits,"
The following certificates were part of the certificate chain
sent by the remote host, but contain RSA keys that are considered
to be weak :

|-Subject        : CN=SSL_Self_Signed_Fallback
|-RSA Key Length : 1024 bits
",ssl related vulnerability
10.204.224.4,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.",Medium,1025,ssl medium strength cipher suites supported (sweet32),"
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.4,"Enable support for TLS 1.2 and 1.3, and disable support for TLS 1.0.",Medium,1025,tls version 1.0 protocol detection,TLSv1 is enabled and the server supports at least one cipher.,ssl related vulnerability
10.204.224.4,"Reconfigure the affected application, if possible, to avoid use of RC4
ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser
and web server support.",Medium,1025,ssl rc4 cipher suites supported (bar mitzvah),"
List of RC4 cipher suites supported by the remote server :

  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP1024-RC4-SHA               0x00, 0x64       RSA(1024)     RSA      RC4(56)                SHA1      export
    EXP-RC4-MD5                   0x00, 0x03       RSA(512)      RSA      RC4(40)                MD5       export

  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    RC4-MD5                       0x00, 0x04       RSA           RSA      RC4(128)               MD5
    RC4-SHA                       0x00, 0x05       RSA           RSA      RC4(128)               SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.4,Purchase or generate a proper SSL certificate for this service.,Medium,1025,ssl certificate cannot be trusted,"
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : CN=SSL_Self_Signed_Fallback
|-Issuer  : CN=SSL_Self_Signed_Fallback
",ssl related vulnerability
10.204.224.4,Purchase or generate a proper SSL certificate for this service.,Medium,1025,ssl self-signed certificate,"
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : CN=SSL_Self_Signed_Fallback
",ssl related vulnerability
10.204.224.5,"Disable SSLv3.

Services that must support SSLv3 should enable the TLS Fallback SCSV
mechanism until SSLv3 can be disabled.",Medium,1026,sslv3 padding oracle on downgraded legacy encryption vulnerability (poodle),"
Nessus determined that the remote server supports SSLv3 with at least one CBC 
cipher suite, indicating that this server is vulnerable.

It appears that TLSv1 or newer is supported on the server. However, the 
Fallback SCSV mechanism is not supported, allowing connections to be ""rolled 
back"" to SSLv3.
",ssl related vulnerability
10.204.224.5,"Replace the certificate in the chain with the RSA key less than 2048
bits in length with a longer key, and reissue any certificates signed
by the old certificate.",Low,1026,ssl certificate chain contains rsa keys less than 2048 bits,"
The following certificates were part of the certificate chain
sent by the remote host, but contain RSA keys that are considered
to be weak :

|-Subject        : CN=SSL_Self_Signed_Fallback
|-RSA Key Length : 1024 bits
",ssl related vulnerability
10.204.224.5,"Reconfigure the service to remove support for EXPORT_RSA cipher
suites.",Medium,1026,ssl/tls export_rsa <= 512-bit cipher suites supported (freak),"
EXPORT_RSA cipher suites supported by the remote server :

  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP-RC2-CBC-MD5               0x00, 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export
    EXP-RC4-MD5                   0x00, 0x03       RSA(512)      RSA      RC4(40)                MD5       export

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.5,Purchase or generate a proper SSL certificate for this service.,Medium,1026,ssl certificate cannot be trusted,"
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : CN=SSL_Self_Signed_Fallback
|-Issuer  : CN=SSL_Self_Signed_Fallback
",ssl related vulnerability
10.204.224.5,"Reconfigure the affected application, if possible to avoid the use of
weak ciphers.",Medium,1026,ssl weak cipher suites supported,"
Here is the list of weak SSL ciphers supported by the remote server :

  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP1024-DES-CBC-SHA           0x00, 0x62       RSA(1024)     RSA      DES-CBC(56)            SHA1      export
    EXP1024-RC4-SHA               0x00, 0x64       RSA(1024)     RSA      RC4(56)                SHA1      export
    EXP-RC2-CBC-MD5               0x00, 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export
    EXP-RC4-MD5                   0x00, 0x03       RSA(512)      RSA      RC4(40)                MD5       export
    DES-CBC-SHA                   0x00, 0x09       RSA           RSA      DES-CBC(56)            SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.5,"Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.",High,1026,ssl version 2 and 3 protocol detection,"
- SSLv3 is enabled and the server supports at least one cipher.
	Explanation: TLS 1.0 and SSL 3.0 cipher suites may be used with SSLv3


  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP1024-DES-CBC-SHA                            RSA(1024)     RSA      DES-CBC(56)            SHA1      export
    EXP1024-RC4-SHA                                RSA(1024)     RSA      RC4(56)                SHA1      export
    EXP-RC2-CBC-MD5                                RSA(512)      RSA      RC2-CBC(40)            MD5       export
    EXP-RC4-MD5                                    RSA(512)      RSA      RC4(40)                MD5       export
    DES-CBC-SHA                                    RSA           RSA      DES-CBC(56)            SHA1

  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                                   RSA           RSA      3DES-CBC(168)          SHA1

  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    AES128-SHA                                     RSA           RSA      AES-CBC(128)           SHA1
    AES256-SHA                                     RSA           RSA      AES-CBC(256)           SHA1
    RC4-MD5                                        RSA           RSA      RC4(128)               MD5
    RC4-SHA                                        RSA           RSA      RC4(128)               SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.5,"Enable support for TLS 1.2 and 1.3, and disable support for TLS 1.0.",Medium,1026,tls version 1.0 protocol detection,TLSv1 is enabled and the server supports at least one cipher.,ssl related vulnerability
10.204.224.5,Contact the Certificate Authority to have the SSL certificate reissued.,Medium,1026,ssl certificate signed using weak hashing algorithm,"
The following certificates were part of the certificate chain sent by
the remote host, but contain hashes that are considered to be weak.

|-Subject             : CN=SSL_Self_Signed_Fallback
|-Signature Algorithm : SHA-1 With RSA Encryption
|-Valid From          : Aug 10 07:27:13 2021 GMT
|-Valid To            : Aug 10 07:27:13 2051 GMT
",ssl related vulnerability
10.204.224.5,"Reconfigure the affected application, if possible, to avoid use of RC4
ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser
and web server support.",Medium,1026,ssl rc4 cipher suites supported (bar mitzvah),"
List of RC4 cipher suites supported by the remote server :

  Low Strength Ciphers (<= 64-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EXP1024-RC4-SHA               0x00, 0x64       RSA(1024)     RSA      RC4(56)                SHA1      export
    EXP-RC4-MD5                   0x00, 0x03       RSA(512)      RSA      RC4(40)                MD5       export

  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    RC4-MD5                       0x00, 0x04       RSA           RSA      RC4(128)               MD5
    RC4-SHA                       0x00, 0x05       RSA           RSA      RC4(128)               SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.5,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.",Medium,1026,ssl medium strength cipher suites supported (sweet32),"
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.5,Purchase or generate a proper SSL certificate for this service.,Medium,1026,ssl self-signed certificate,"
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : CN=SSL_Self_Signed_Fallback
",ssl related vulnerability
10.204.224.5,Purchase or generate a proper SSL certificate for this service.,Medium,1026,ssl certificate with wrong hostname,"
The identities known by Nessus are :

  10.204.224.5
  10.204.224.5

The Common Name in the certificate is :

  SSL_Self_Signed_Fallback
",ssl related vulnerability
10.204.224.6,"Enable support for TLS 1.2 and 1.3, and disable support for TLS 1.0.",Medium,443,tls version 1.0 protocol detection,TLSv1 is enabled and the server supports at least one cipher.,ssl related vulnerability
10.204.224.6,Contact the Certificate Authority to have the SSL certificate reissued.,Medium,443,ssl certificate signed using weak hashing algorithm,"
The following certificates were part of the certificate chain sent by
the remote host, but contain hashes that are considered to be weak.

|-Subject             : C=NG/ST=Lagos/L=VI/O=Current-link/OU=IT Department/CN=ROOT CA
|-Signature Algorithm : SHA-1 With RSA Encryption
|-Valid From          : Apr 12 09:54:02 2017 GMT
|-Valid To            : Apr 13 09:54:02 2027 GMT

|-Subject             : C=NG/ST=AK/O=Le Meridien Ibom/OU=IT Department/CN=PMS01936A
|-Signature Algorithm : SHA-1 With RSA Encryption
|-Valid From          : May 10 11:49:26 2017 GMT
|-Valid To            : May 11 11:49:26 2027 GMT
",ssl related vulnerability
10.204.224.6,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.",Medium,443,ssl medium strength cipher suites supported (sweet32),"
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.6,"Disable SSLv3.

Services that must support SSLv3 should enable the TLS Fallback SCSV
mechanism until SSLv3 can be disabled.",Medium,443,sslv3 padding oracle on downgraded legacy encryption vulnerability (poodle),"
Nessus determined that the remote server supports SSLv3 with at least one CBC 
cipher suite, indicating that this server is vulnerable.

It appears that TLSv1 or newer is supported on the server. However, the 
Fallback SCSV mechanism is not supported, allowing connections to be ""rolled 
back"" to SSLv3.
",ssl related vulnerability
10.204.224.6,"Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.",High,443,ssl version 2 and 3 protocol detection,"
- SSLv3 is enabled and the server supports at least one cipher.
	Explanation: TLS 1.0 and SSL 3.0 cipher suites may be used with SSLv3


  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                                   RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
",ssl related vulnerability
10.204.224.6,Purchase or generate a proper SSL certificate for this service.,Medium,443,ssl self-signed certificate,"
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : C=NG/ST=Lagos/L=VI/O=Current-link/OU=IT Department/CN=ROOT CA
",ssl related vulnerability
